submission_id,question,response1,startDate,comment,experiment_id,group,question1,optionRight,response4,id,question_right_part,question4,option4,expected,correct_statement,option2,option3,option1,endTime,optionLeft,question_left_part,age,response,comments,response3,education,QUD,languages,prolific_id,RT,gender,trial_number,startTime,picture,cost,option7,question3,timeSpent,option5,question2,response2,option6,trial_name
1564,The sliders represent the beliefs of a person who <br/><b>thinks</b> that <b>yellow falls</b> and that <b>red</b> is <b>more likely to fall than not to fall</b>.,NA,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,NA,NA,NA,NA,sc_yes6_1,NA,NA,NA,yes,</br>The sliders represent the beliefs of a person who <br/><b>thinks</b> that <b>yellow falls</b> and that <b>red</b> is <b>more likely to fall than not to fall</b>.,no,NA,yes,1611801263365,NA,NA,23,yes,"Gran prueba, pero las preguntas fueron un poco confusas",NA,Graduated College,Please click on the button with the correct answer.,spanish,6001ec0ca3b1a3187ac01f0c,3993,male,8,1611798377236,stimuli/img/slider-choices/sc_yes6_1.png,NA,NA,NA,48.10215,NA,NA,NA,NA,slider_choice_training
1564,The sliders represent the beliefs of a person who <br/><b>thinks</b> that <b>either both blocks</b> or <b>none</b> of the two blocks fall.,NA,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,NA,NA,NA,NA,sc_yes1,NA,NA,NA,yes,</br>The sliders represent the beliefs of a person who <br/><b>thinks</b> that <b>either both blocks</b> or <b>none</b> of the two blocks fall.,no,NA,yes,1611801263365,NA,NA,23,no,"Gran prueba, pero las preguntas fueron un poco confusas",NA,Graduated College,Please click on the button with the correct answer.,spanish,6001ec0ca3b1a3187ac01f0c,54524,male,9,1611798377236,stimuli/img/slider-choices/sc_yes1.png,NA,NA,NA,48.10215,NA,NA,NA,NA,slider_choice_training
1564,"The sliders represent the beliefs of a person who <br/>is <b>completely uncertain</b> whether the blocks fall, that is the person has <b>no tendency</b> towards any of the four events.",NA,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,NA,NA,NA,NA,sc_yes0,NA,NA,NA,yes,"</br>The sliders represent the beliefs of a person who <br/>is <b>completely uncertain</b> whether the blocks fall, that is the person has <b>no tendency</b> towards any of the four events.",no,NA,yes,1611801263365,NA,NA,23,yes,"Gran prueba, pero las preguntas fueron un poco confusas",NA,Graduated College,Please click on the button with the correct answer.,spanish,6001ec0ca3b1a3187ac01f0c,83636,male,10,1611798377236,stimuli/img/slider-choices/sc_yes0.png,NA,NA,NA,48.10215,NA,NA,NA,NA,slider_choice_training
1564,,23,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),,54,,ry,certain,32,uncertain3,NA,none,NA,y,NA,NA,NA,NA,1611801263365,impossible,NA,23,23|18|28|32,"Gran prueba, pero las preguntas fueron un poco confusas",28,Graduated College,Please indicate how likely you think the shown events will occur. Click on RUN to see!,spanish,6001ec0ca3b1a3187ac01f0c,255330,male,1,1611798377236,,NA,NA,y,48.10215,NA,r,18,NA,animation_slider
1564,,18,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),,54,,ry,certain,31,uncertain1,NA,none,NA,r,NA,NA,NA,NA,1611801263365,impossible,NA,23,18|29|22|31,"Gran prueba, pero las preguntas fueron un poco confusas",22,Graduated College,Please indicate how likely you think the shown events will occur. Click on RUN to see!,spanish,6001ec0ca3b1a3187ac01f0c,23810,male,2,1611798377236,,NA,NA,y,48.10215,NA,r,29,NA,animation_slider
1564,,0,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),,54,,ry,certain,40,distance1,NA,none,NA,y,NA,NA,NA,NA,1611801263365,impossible,NA,23,0|25|35|40,"Gran prueba, pero las preguntas fueron un poco confusas",35,Graduated College,Please indicate how likely you think the shown events will occur. Click on RUN to see!,spanish,6001ec0ca3b1a3187ac01f0c,39192,male,3,1611798377236,,NA,NA,y,48.10215,NA,r,25,NA,animation_slider
1564,,20,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),,54,,ry,certain,29,distance0,NA,none,NA,r,NA,NA,NA,NA,1611801263365,impossible,NA,23,20|29|21|29,"Gran prueba, pero las preguntas fueron un poco confusas",21,Graduated College,Please indicate how likely you think the shown events will occur. Click on RUN to see!,spanish,6001ec0ca3b1a3187ac01f0c,30030,male,4,1611798377236,,NA,NA,y,48.10215,NA,r,29,NA,animation_slider
1564,,22,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),,54,,ry,certain,30,ac3,NA,none,NA,none,NA,NA,NA,NA,1611801263365,impossible,NA,23,22|21|27|30,"Gran prueba, pero las preguntas fueron un poco confusas",27,Graduated College,Please indicate how likely you think the shown events will occur. Click on RUN to see!,spanish,6001ec0ca3b1a3187ac01f0c,27084,male,5,1611798377236,,NA,NA,y,48.10215,NA,r,21,NA,animation_slider
1564,,11,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),,54,,ry,certain,0,ind1,NA,none,NA,ry,NA,NA,NA,NA,1611801263365,impossible,NA,23,11|67|21|0,"Gran prueba, pero las preguntas fueron un poco confusas",21,Graduated College,Please indicate how likely you think the shown events will occur. Click on RUN to see!,spanish,6001ec0ca3b1a3187ac01f0c,38089,male,6,1611798377236,,NA,NA,y,48.10215,NA,r,67,NA,animation_slider
1564,,21,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),,54,,ry,certain,38,ssw1,NA,none,NA,none,NA,NA,NA,NA,1611801263365,impossible,NA,23,21|23|18|38,"Gran prueba, pero las preguntas fueron un poco confusas",18,Graduated College,Please indicate how likely you think the shown events will occur. Click on RUN to see!,spanish,6001ec0ca3b1a3187ac01f0c,25657,male,7,1611798377236,,NA,NA,y,48.10215,NA,r,23,NA,animation_slider
1564,,31,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),,54,,ry,certain,5,ssw0,NA,none,NA,ry,NA,NA,NA,NA,1611801263365,impossible,NA,23,31|18|46|5,"Gran prueba, pero las preguntas fueron un poco confusas",46,Graduated College,Please indicate how likely you think the shown events will occur. Click on RUN to see!,spanish,6001ec0ca3b1a3187ac01f0c,28332,male,8,1611798377236,,NA,NA,y,48.10215,NA,r,18,NA,animation_slider
1564,,8,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),,54,,ry,certain,31,uncertain0,NA,none,NA,y,NA,NA,NA,NA,1611801263365,impossible,NA,23,8|49|11|31,"Gran prueba, pero las preguntas fueron un poco confusas",11,Graduated College,Please indicate how likely you think the shown events will occur. Click on RUN to see!,spanish,6001ec0ca3b1a3187ac01f0c,20661,male,9,1611798377236,,NA,NA,y,48.10215,NA,r,49,NA,animation_slider
1564,,32,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),,54,,ry,certain,22,ind0,NA,none,NA,r,NA,NA,NA,NA,1611801263365,impossible,NA,23,32|22|25|22,"Gran prueba, pero las preguntas fueron un poco confusas",25,Graduated College,Please indicate how likely you think the shown events will occur. Click on RUN to see!,spanish,6001ec0ca3b1a3187ac01f0c,20465,male,10,1611798377236,,NA,NA,y,48.10215,NA,r,22,NA,animation_slider
1564,,27,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),,54,,ry,certain,17,ac0,NA,none,NA,ry,NA,NA,NA,NA,1611801263365,impossible,NA,23,27|30|26|17,"Gran prueba, pero las preguntas fueron un poco confusas",26,Graduated College,Please indicate how likely you think the shown events will occur. Click on RUN to see!,spanish,6001ec0ca3b1a3187ac01f0c,18375,male,11,1611798377236,,NA,NA,y,48.10215,NA,r,30,NA,animation_slider
1564,,29,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),,54,,ry,certain,25,ac1,NA,none,NA,y,NA,NA,NA,NA,1611801263365,impossible,NA,23,29|29|17|25,"Gran prueba, pero las preguntas fueron un poco confusas",17,Graduated College,Please indicate how likely you think the shown events will occur. Click on RUN to see!,spanish,6001ec0ca3b1a3187ac01f0c,21080,male,12,1611798377236,,NA,NA,y,48.10215,NA,r,29,NA,animation_slider
1564,,44,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),,54,,ry,certain,12,ac2,NA,none,NA,ry,NA,NA,NA,NA,1611801263365,impossible,NA,23,44|27|17|12,"Gran prueba, pero las preguntas fueron un poco confusas",17,Graduated College,Please indicate how likely you think the shown events will occur. Click on RUN to see!,spanish,6001ec0ca3b1a3187ac01f0c,34951,male,13,1611798377236,,NA,NA,y,48.10215,NA,r,27,NA,animation_slider
1564,,27,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),,54,,ry,certain,25,uncertain2,NA,none,NA,r,NA,NA,NA,NA,1611801263365,impossible,NA,23,27|23|25|25,"Gran prueba, pero las preguntas fueron un poco confusas",25,Graduated College,Please indicate how likely you think the shown events will occur. Click on RUN to see!,spanish,6001ec0ca3b1a3187ac01f0c,20492,male,14,1611798377236,,NA,NA,y,48.10215,NA,r,23,NA,animation_slider
1564,,the blue block falls if the green block does not fall,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,group1,,,13,ind2,NA,,NA,,NA,NA,NA,NA,1611801263365,,NA,23,the blue block falls if the green block does not fall|If the block fall  only the blue stay fall whit the ball,"Gran prueba, pero las preguntas fueron un poco confusas",6,Graduated College,TRY OUT EXAMPLE &mdash;Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,spanish,6001ec0ca3b1a3187ac01f0c,70856,male,1,1611798377236,stimuli/img/train/ind2_test_colors.png,6,NA,,48.10215,NA,,If the block fall  only the blue stay fall whit the ball,NA,fridge_train
1564,,25,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,group1,bg,certain,24,if1_hh,NA,none,NA,,NA,NA,NA,NA,1611801263365,impossible,NA,23,25|24|27|24,"Gran prueba, pero las preguntas fueron un poco confusas",27,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,spanish,6001ec0ca3b1a3187ac01f0c,22400,male,2,1611798377236,stimuli/img/group1/if1_hh.png,NA,NA,g,48.10215,NA,b,24,NA,multiple_slider0
1564,,the green block falls,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,group1,,,1,if1_hh,NA,,NA,,NA,NA,NA,NA,1611801263365,,NA,23,the green block falls|,"Gran prueba, pero las preguntas fueron un poco confusas",2,Graduated College,Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,spanish,6001ec0ca3b1a3187ac01f0c,28975,male,3,1611798377236,stimuli/img/group1/if1_hh.png,2,NA,,48.10215,NA,,,NA,fridge_view0
1564,,27,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,group1,bg,certain,19,if2_ul,NA,none,NA,,NA,NA,NA,NA,1611801263365,impossible,NA,23,27|31|23|19,"Gran prueba, pero las preguntas fueron un poco confusas",23,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,spanish,6001ec0ca3b1a3187ac01f0c,15309,male,4,1611798377236,stimuli/img/group1/if2_ul.png,NA,NA,g,48.10215,NA,b,31,NA,multiple_slider1
1564,,the blue block falls,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,group1,,,1,if2_ul,NA,,NA,,NA,NA,NA,NA,1611801263365,,NA,23,the blue block falls|,"Gran prueba, pero las preguntas fueron un poco confusas",2,Graduated College,Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,spanish,6001ec0ca3b1a3187ac01f0c,15759,male,5,1611798377236,stimuli/img/group1/if2_ul.png,2,NA,,48.10215,NA,,,NA,fridge_view1
1564,,NA,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,NA,NA,NA,NA,yellow-red,.,NA,grey,yellow,NA,blue,green,black,1611801263365,NA,The upper block is ,23,yellow,"Gran prueba, pero las preguntas fueron un poco confusas",NA,Graduated College,What's the color of the <b>upper</b> block on the picture?,spanish,6001ec0ca3b1a3187ac01f0c,17635,male,4,1611798377236,stimuli/img/color_vision/yellow_red.png,NA,yellow,NA,48.10215,purple,NA,NA,red,color-vision0
1564,,22,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,group2,bg,certain,29,independent_ul,NA,none,NA,,NA,NA,NA,NA,1611801263365,impossible,NA,23,22|27|23|29,"Gran prueba, pero las preguntas fueron un poco confusas",23,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,spanish,6001ec0ca3b1a3187ac01f0c,14564,male,6,1611798377236,stimuli/img/group2/independent_ul.png,NA,NA,g,48.10215,NA,b,27,NA,multiple_slider2
1564,,the green block does not fall,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,group2,,,1,independent_ul,NA,,NA,,NA,NA,NA,NA,1611801263365,,NA,23,the green block does not fall|,"Gran prueba, pero las preguntas fueron un poco confusas",3,Graduated College,Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,spanish,6001ec0ca3b1a3187ac01f0c,17318,male,7,1611798377236,stimuli/img/group2/independent_ul.png,3,NA,,48.10215,NA,,,NA,fridge_view2
1564,,42,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,group2,bg,certain,1,if2_hl,NA,none,NA,,NA,NA,NA,NA,1611801263365,impossible,NA,23,42|38|18|1,"Gran prueba, pero las preguntas fueron un poco confusas",18,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,spanish,6001ec0ca3b1a3187ac01f0c,10951,male,8,1611798377236,stimuli/img/group2/if2_hl.png,NA,NA,g,48.10215,NA,b,38,NA,multiple_slider3
1564,,the green block might fall,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,group2,,,1,if2_hl,NA,,NA,,NA,NA,NA,NA,1611801263365,,NA,23,the green block might fall|,"Gran prueba, pero las preguntas fueron un poco confusas",3,Graduated College,Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,spanish,6001ec0ca3b1a3187ac01f0c,38171,male,9,1611798377236,stimuli/img/group2/if2_hl.png,3,NA,,48.10215,NA,,,NA,fridge_view3
1564,,NA,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,NA,NA,NA,NA,blue-green,.,NA,grey,blue,NA,blue,green,black,1611801263365,NA,The upper block is ,23,blue,"Gran prueba, pero las preguntas fueron un poco confusas",NA,Graduated College,What's the color of the <b>upper</b> block on the picture?,spanish,6001ec0ca3b1a3187ac01f0c,14555,male,5,1611798377236,stimuli/img/color_vision/blue_green.png,NA,yellow,NA,48.10215,purple,NA,NA,red,color-vision1
1564,,27,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,group1,bg,certain,28,independent_ll,NA,none,NA,,NA,NA,NA,NA,1611801263365,impossible,NA,23,27|23|23|28,"Gran prueba, pero las preguntas fueron un poco confusas",23,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,spanish,6001ec0ca3b1a3187ac01f0c,8048,male,10,1611798377236,stimuli/img/group1/independent_ll.png,NA,NA,g,48.10215,NA,b,23,NA,multiple_slider4
1564,,the green block does not fall,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,group1,,,1,independent_ll,NA,,NA,,NA,NA,NA,NA,1611801263365,,NA,23,the green block does not fall|,"Gran prueba, pero las preguntas fueron un poco confusas",3,Graduated College,Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,spanish,6001ec0ca3b1a3187ac01f0c,14622,male,11,1611798377236,stimuli/img/group1/independent_ll.png,3,NA,,48.10215,NA,,,NA,fridge_view4
1564,,27,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,group1,bg,certain,32,if1_uh,NA,none,NA,,NA,NA,NA,NA,1611801263365,impossible,NA,23,27|18|23|32,"Gran prueba, pero las preguntas fueron un poco confusas",23,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,spanish,6001ec0ca3b1a3187ac01f0c,11020,male,12,1611798377236,stimuli/img/group1/if1_uh.png,NA,NA,g,48.10215,NA,b,18,NA,multiple_slider5
1564,,the blue block might fall,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,group1,,,1,if1_uh,NA,,NA,,NA,NA,NA,NA,1611801263365,,NA,23,the blue block might fall|,"Gran prueba, pero las preguntas fueron un poco confusas",3,Graduated College,Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,spanish,6001ec0ca3b1a3187ac01f0c,15626,male,13,1611798377236,stimuli/img/group1/if1_uh.png,3,NA,,48.10215,NA,,,NA,fridge_view5
1564,,NA,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,NA,NA,NA,NA,red-yellow,.,NA,grey,red,NA,blue,green,black,1611801263365,NA,The upper block is ,23,red,"Gran prueba, pero las preguntas fueron un poco confusas",NA,Graduated College,What's the color of the <b>upper</b> block on the picture?,spanish,6001ec0ca3b1a3187ac01f0c,11676,male,6,1611798377236,stimuli/img/color_vision/red_yellow.png,NA,yellow,NA,48.10215,purple,NA,NA,red,color-vision2
1564,,25,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,group1,bg,certain,30,independent_hl,NA,none,NA,,NA,NA,NA,NA,1611801263365,impossible,NA,23,25|21|23|30,"Gran prueba, pero las preguntas fueron un poco confusas",23,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,spanish,6001ec0ca3b1a3187ac01f0c,8964,male,14,1611798377236,stimuli/img/group1/independent_hl.png,NA,NA,g,48.10215,NA,b,21,NA,multiple_slider6
1564,,the blue block might fall,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,group1,,,1,independent_hl,NA,,NA,,NA,NA,NA,NA,1611801263365,,NA,23,the blue block might fall|,"Gran prueba, pero las preguntas fueron un poco confusas",3,Graduated College,Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,spanish,6001ec0ca3b1a3187ac01f0c,9669,male,15,1611798377236,stimuli/img/group1/independent_hl.png,3,NA,,48.10215,NA,,,NA,fridge_view6
1564,,24,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,group2,bg,certain,24,if1_lh,NA,none,NA,,NA,NA,NA,NA,1611801263365,impossible,NA,23,24|27|25|24,"Gran prueba, pero las preguntas fueron un poco confusas",25,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,spanish,6001ec0ca3b1a3187ac01f0c,8585,male,16,1611798377236,stimuli/img/group2/if1_lh.png,NA,NA,g,48.10215,NA,b,27,NA,multiple_slider7
1564,,the blue block might fall,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,group2,,,1,if1_lh,NA,,NA,,NA,NA,NA,NA,1611801263365,,NA,23,the blue block might fall|,"Gran prueba, pero las preguntas fueron un poco confusas",3,Graduated College,Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,spanish,6001ec0ca3b1a3187ac01f0c,13303,male,17,1611798377236,stimuli/img/group2/if1_lh.png,3,NA,,48.10215,NA,,,NA,fridge_view7
1564,,NA,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,NA,NA,NA,NA,green,.,NA,grey,green,NA,blue,green,black,1611801263365,NA,The block is ,23,green,"Gran prueba, pero las preguntas fueron un poco confusas",NA,Graduated College,What's the color of the block on the picture?,spanish,6001ec0ca3b1a3187ac01f0c,5817,male,7,1611798377236,stimuli/img/color_vision/green.png,NA,yellow,NA,48.10215,purple,NA,NA,red,color-vision3
1564,,26,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,group2,bg,certain,24,if2_u-Ll,NA,none,NA,,NA,NA,NA,NA,1611801263365,impossible,NA,23,26|25|24|24,"Gran prueba, pero las preguntas fueron un poco confusas",24,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,spanish,6001ec0ca3b1a3187ac01f0c,6723,male,18,1611798377236,stimuli/img/group2/if2_u-Ll.png,NA,NA,g,48.10215,NA,b,25,NA,multiple_slider8
1564,,the green block might fall,Wed Jan 27 2021 19:46:16 GMT-0600 (hora estándar central),NA,54,group2,,,1,if2_u-Ll,NA,,NA,,NA,NA,NA,NA,1611801263365,,NA,23,the green block might fall|,"Gran prueba, pero las preguntas fueron un poco confusas",3,Graduated College,Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,spanish,6001ec0ca3b1a3187ac01f0c,35888,male,19,1611798377236,stimuli/img/group2/if2_u-Ll.png,3,NA,,48.10215,NA,,,NA,fridge_view8
