prolific_id,RT,expected,QUD,id,trial_name,trial_number,response,question,pe_task.smooth
6001ec0ca3b1a3187ac01f0c,27084,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac3,animation_slider,5,0.27,y,0.26999992000032
6001ec0ca3b1a3187ac01f0c,27084,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac3,animation_slider,5,0.3,none,0.2999998000008
6001ec0ca3b1a3187ac01f0c,38089,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind1,animation_slider,6,0.11,ry,0.1111116722760716
6001ec0ca3b1a3187ac01f0c,38089,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind1,animation_slider,6,0.67,r,0.6767659524607982
6001ec0ca3b1a3187ac01f0c,38089,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind1,animation_slider,6,0.21,y,0.2121213651662013
6001ec0ca3b1a3187ac01f0c,38089,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind1,animation_slider,6,0,none,1.0100969289012972e-6
6001ec0ca3b1a3187ac01f0c,25657,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw1,animation_slider,7,0.21,ry,0.21000015999936003
6001ec0ca3b1a3187ac01f0c,25657,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw1,animation_slider,7,0.23,r,0.23000007999968003
6001ec0ca3b1a3187ac01f0c,25657,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw1,animation_slider,7,0.18,y,0.18000027999888002
6001ec0ca3b1a3187ac01f0c,25657,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw1,animation_slider,7,0.38,none,0.37999948000208
6001ec0ca3b1a3187ac01f0c,28332,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw0,animation_slider,8,0.31,ry,0.30999976000096
6001ec0ca3b1a3187ac01f0c,28332,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw0,animation_slider,8,0.18,r,0.18000027999888002
6001ec0ca3b1a3187ac01f0c,28332,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw0,animation_slider,8,0.46,y,0.45999916000336005
6001ec0ca3b1a3187ac01f0c,28332,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw0,animation_slider,8,0.05,none,0.05000079999680002
6001ec0ca3b1a3187ac01f0c,20661,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain0,animation_slider,9,0.08,ry,0.0808087644090327
6001ec0ca3b1a3187ac01f0c,20661,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain0,animation_slider,9,0.49,r,0.49494850525856465
6001ec0ca3b1a3187ac01f0c,20661,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain0,animation_slider,9,0.11,y,0.11111167227607163
6001ec0ca3b1a3187ac01f0c,20661,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain0,animation_slider,9,0.31,none,0.31313105805633107
6001ec0ca3b1a3187ac01f0c,20465,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind0,animation_slider,10,0.32,ry,0.31683141848943175
6001ec0ca3b1a3187ac01f0c,20465,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind0,animation_slider,10,0.22,r,0.21782190961619957
6001ec0ca3b1a3187ac01f0c,20465,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind0,animation_slider,10,0.25,y,0.2475247622781692
6001ec0ca3b1a3187ac01f0c,20465,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind0,animation_slider,10,0.22,none,0.21782190961619957
6001ec0ca3b1a3187ac01f0c,18375,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac0,animation_slider,11,0.27,ry,0.26999992000032
6001ec0ca3b1a3187ac01f0c,18375,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac0,animation_slider,11,0.3,r,0.2999998000008
6001ec0ca3b1a3187ac01f0c,18375,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac0,animation_slider,11,0.26,y,0.25999996000016
6001ec0ca3b1a3187ac01f0c,18375,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac0,animation_slider,11,0.17,none,0.17000031999872003
6001ec0ca3b1a3187ac01f0c,21080,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac1,animation_slider,12,0.29,ry,0.28999984000064
6001ec0ca3b1a3187ac01f0c,21080,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac1,animation_slider,12,0.29,r,0.28999984000064
6001ec0ca3b1a3187ac01f0c,21080,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac1,animation_slider,12,0.17,y,0.17000031999872003
6001ec0ca3b1a3187ac01f0c,21080,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac1,animation_slider,12,0.25,none,0.25
6001ec0ca3b1a3187ac01f0c,34951,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac2,animation_slider,13,0.44,ry,0.43999924000304
6001ec0ca3b1a3187ac01f0c,34951,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac2,animation_slider,13,0.27,r,0.26999992000032
6001ec0ca3b1a3187ac01f0c,34951,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac2,animation_slider,13,0.17,y,0.17000031999872003
6001ec0ca3b1a3187ac01f0c,34951,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac2,animation_slider,13,0.12,none,0.12000051999792002
6001ec0ca3b1a3187ac01f0c,20492,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain2,animation_slider,14,0.27,ry,0.26999992000032
6001ec0ca3b1a3187ac01f0c,20492,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain2,animation_slider,14,0.23,r,0.23000007999968003
6001ec0ca3b1a3187ac01f0c,20492,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain2,animation_slider,14,0.25,y,0.25
6001ec0ca3b1a3187ac01f0c,20492,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain2,animation_slider,14,0.25,none,0.25
5fc9a824ca46654eeaab0f6e,84948,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain3,animation_slider,1,0.37,ry,0.36999952000192
5fc9a824ca46654eeaab0f6e,84948,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain3,animation_slider,1,0.09,r,0.09000063999744001
5fc9a824ca46654eeaab0f6e,84948,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain3,animation_slider,1,0.42,y,0.41999932000272
5fc9a824ca46654eeaab0f6e,84948,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain3,animation_slider,1,0.12,none,0.12000051999792002
5fc9a824ca46654eeaab0f6e,44738,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain1,animation_slider,2,0.21,ry,0.21000015999935998
5fc9a824ca46654eeaab0f6e,44738,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain1,animation_slider,2,0.2,r,0.2000001999992
5fc9a824ca46654eeaab0f6e,44738,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain1,animation_slider,2,0.08,y,0.08000067999728
5fc9a824ca46654eeaab0f6e,44738,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain1,animation_slider,2,0.51,none,0.50999896000416
5fc9a824ca46654eeaab0f6e,45702,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,distance1,animation_slider,3,1,ry,0.999997000012
5fc9a824ca46654eeaab0f6e,45702,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,distance1,animation_slider,3,0,r,9.99996000016e-7
5fc9a824ca46654eeaab0f6e,45702,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,distance1,animation_slider,3,0,y,9.99996000016e-7
5fc9a824ca46654eeaab0f6e,45702,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,distance1,animation_slider,3,0,none,9.99996000016e-7
5fc9a824ca46654eeaab0f6e,43924,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,distance0,animation_slider,4,0.18,ry,0.1782181060669067
5fc9a824ca46654eeaab0f6e,43924,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,distance0,animation_slider,4,0.44,r,0.43564282913731034
5fc9a824ca46654eeaab0f6e,43924,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,distance0,animation_slider,4,0.13,y,0.1287133516302906
5fc9a824ca46654eeaab0f6e,43924,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,distance0,animation_slider,4,0.26,none,0.2574257131654924
5fc9a824ca46654eeaab0f6e,40586,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind0,animation_slider,5,0.26,ry,0.25999996000016
5fc9a824ca46654eeaab0f6e,40586,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind0,animation_slider,5,0.57,r,0.56999872000512
5fc9a824ca46654eeaab0f6e,40586,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind0,animation_slider,5,0.17,y,0.17000031999872003
5fc9a824ca46654eeaab0f6e,40586,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind0,animation_slider,5,0,none,9.99996000016e-7
5fc9a824ca46654eeaab0f6e,68517,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw0,animation_slider,6,0.3,ry,0.2999998000007999
5fc9a824ca46654eeaab0f6e,68517,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw0,animation_slider,6,0.05,r,0.05000079999680001
5fc9a824ca46654eeaab0f6e,68517,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw0,animation_slider,6,0.65,y,0.6499984000064
5fc9a824ca46654eeaab0f6e,68517,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw0,animation_slider,6,0,none,9.999960000159999e-7
5fc9a824ca46654eeaab0f6e,33813,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac1,animation_slider,7,0.38,ry,0.37623712381337104
5fc9a824ca46654eeaab0f6e,33813,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac1,animation_slider,7,0.19,r,0.1881190569542299
5fc9a824ca46654eeaab0f6e,33813,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac1,animation_slider,7,0.32,y,0.31683141848943175
5fc9a824ca46654eeaab0f6e,33813,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac1,animation_slider,7,0.12,none,0.11881240074296737
5fc9a824ca46654eeaab0f6e,38023,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac2,animation_slider,8,0.11,ry,0.11111167227607162
5fc9a824ca46654eeaab0f6e,38023,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac2,animation_slider,8,0.49,r,0.4949485052585646
5fc9a824ca46654eeaab0f6e,38023,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac2,animation_slider,8,0.13,y,0.13131361085409757
5fc9a824ca46654eeaab0f6e,38023,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac2,animation_slider,8,0.26,none,0.2626262116112662
5fc9a824ca46654eeaab0f6e,29419,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain0,animation_slider,9,0.24,ry,0.24000003999984001
5fc9a824ca46654eeaab0f6e,29419,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain0,animation_slider,9,0.11,r,0.11000055999776003
5fc9a824ca46654eeaab0f6e,29419,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain0,animation_slider,9,0.43,y,0.42999928000288
5fc9a824ca46654eeaab0f6e,29419,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain0,animation_slider,9,0.22,none,0.22000011999952002
5fc9a824ca46654eeaab0f6e,41251,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw1,animation_slider,10,0.44,ry,0.43999924000304
5fc9a824ca46654eeaab0f6e,41251,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw1,animation_slider,10,0.29,r,0.28999984000064
5fc9a824ca46654eeaab0f6e,41251,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw1,animation_slider,10,0.16,y,0.16000035999856002
5fc9a824ca46654eeaab0f6e,41251,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw1,animation_slider,10,0.11,none,0.11000055999776003
5fc9a824ca46654eeaab0f6e,42120,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac0,animation_slider,11,0.21,ry,0.21000015999935998
5fc9a824ca46654eeaab0f6e,42120,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac0,animation_slider,11,0.53,r,0.5299988800044799
5fc9a824ca46654eeaab0f6e,42120,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac0,animation_slider,11,0.18,y,0.18000027999888
5fc9a824ca46654eeaab0f6e,42120,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac0,animation_slider,11,0.08,none,0.08000067999728
5fc9a824ca46654eeaab0f6e,46050,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac3,animation_slider,12,0.06,ry,0.060000759996960015
5fc9a824ca46654eeaab0f6e,46050,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac3,animation_slider,12,0.16,r,0.16000035999856002
5fc9a824ca46654eeaab0f6e,46050,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac3,animation_slider,12,0.21,y,0.21000015999936003
5fc9a824ca46654eeaab0f6e,46050,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac3,animation_slider,12,0.57,none,0.56999872000512
5fc9a824ca46654eeaab0f6e,40736,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind1,animation_slider,13,0.47,ry,0.46999912000352
5fc9a824ca46654eeaab0f6e,40736,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind1,animation_slider,13,0.16,r,0.16000035999856002
5fc9a824ca46654eeaab0f6e,40736,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind1,animation_slider,13,0.25,y,0.25
5fc9a824ca46654eeaab0f6e,40736,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind1,animation_slider,13,0.12,none,0.12000051999792002
5fc9a824ca46654eeaab0f6e,38646,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain2,animation_slider,14,0.27,ry,0.26732666405281563
5fc9a824ca46654eeaab0f6e,38646,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain2,animation_slider,14,0.44,r,0.43564282913731034
5fc9a824ca46654eeaab0f6e,38646,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain2,animation_slider,14,0.19,y,0.1881190569542299
5fc9a824ca46654eeaab0f6e,38646,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain2,animation_slider,14,0.11,none,0.10891144985564415
5ee454ad40c72e152991826e,79296,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain3,animation_slider,1,0.27,ry,0.26999992000032
5ee454ad40c72e152991826e,79296,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain3,animation_slider,1,0.18,r,0.18000027999888002
5ee454ad40c72e152991826e,79296,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain3,animation_slider,1,0.36,y,0.35999956000176
5ee454ad40c72e152991826e,79296,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain3,animation_slider,1,0.19,none,0.19000023999904003
5ee454ad40c72e152991826e,41136,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain1,animation_slider,2,0.06,ry,0.06060682583100674
5ee454ad40c72e152991826e,41136,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain1,animation_slider,2,0.56,r,0.5656552902816554
5ee454ad40c72e152991826e,41136,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain1,animation_slider,2,0.07,y,0.07070779512001972
5ee454ad40c72e152991826e,41136,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain1,animation_slider,2,0.3,none,0.303030088767318
5ee454ad40c72e152991826e,49012,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,distance0,animation_slider,3,0.5,ry,0.49999900000399994
5ee454ad40c72e152991826e,49012,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,distance0,animation_slider,3,0,r,9.999960000159999e-7
5ee454ad40c72e152991826e,49012,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,distance0,animation_slider,3,0,y,9.999960000159999e-7
5ee454ad40c72e152991826e,49012,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,distance0,animation_slider,3,0.5,none,0.49999900000399994
5ee454ad40c72e152991826e,38081,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,distance1,animation_slider,4,0.6,ry,0.5999986000056
5ee454ad40c72e152991826e,38081,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,distance1,animation_slider,4,0,r,9.99996000016e-7
5ee454ad40c72e152991826e,38081,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,distance1,animation_slider,4,0,y,9.99996000016e-7
5ee454ad40c72e152991826e,38081,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,distance1,animation_slider,4,0.4,none,0.39999940000240003
5ee454ad40c72e152991826e,23250,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw1,animation_slider,5,0.25,ry,0.25
5ee454ad40c72e152991826e,23250,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw1,animation_slider,5,0.25,r,0.25
5ee454ad40c72e152991826e,23250,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw1,animation_slider,5,0.25,y,0.25
5ee454ad40c72e152991826e,23250,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw1,animation_slider,5,0.25,none,0.25
5ee454ad40c72e152991826e,34221,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw0,animation_slider,6,0.08,ry,0.07920859719367448
5ee454ad40c72e152991826e,34221,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw0,animation_slider,6,0.24,r,0.23762381139084598
5ee454ad40c72e152991826e,34221,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw0,animation_slider,6,0.45,y,0.4455437800246336
5ee454ad40c72e152991826e,34221,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ssw0,animation_slider,6,0.24,none,0.23762381139084598
5ee454ad40c72e152991826e,36173,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac1,animation_slider,7,0.27,ry,0.26732666405281563
5ee454ad40c72e152991826e,36173,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac1,animation_slider,7,0,r,9.900950887323218e-7
5ee454ad40c72e152991826e,36173,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac1,animation_slider,7,0.47,y,0.46534568179928
5ee454ad40c72e152991826e,36173,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac1,animation_slider,7,0.27,none,0.26732666405281563
5ee454ad40c72e152991826e,29036,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac0,animation_slider,8,0.79,ry,0.7899978400086399
5ee454ad40c72e152991826e,29036,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac0,animation_slider,8,0.21,r,0.21000015999935998
5ee454ad40c72e152991826e,29036,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac0,animation_slider,8,0,y,9.999960000159999e-7
5ee454ad40c72e152991826e,29036,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac0,animation_slider,8,0,none,9.999960000159999e-7
5ee454ad40c72e152991826e,27483,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain0,animation_slider,9,0.45,ry,0.44999920000320004
5ee454ad40c72e152991826e,27483,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain0,animation_slider,9,0.19,r,0.19000023999904003
5ee454ad40c72e152991826e,27483,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain0,animation_slider,9,0.36,y,0.35999956000176
5ee454ad40c72e152991826e,27483,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain0,animation_slider,9,0,none,9.99996000016e-7
5ee454ad40c72e152991826e,28054,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind0,animation_slider,10,0,ry,9.99996000016e-7
5ee454ad40c72e152991826e,28054,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind0,animation_slider,10,0.58,r,0.57999868000528
5ee454ad40c72e152991826e,28054,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind0,animation_slider,10,0.24,y,0.24000003999984001
5ee454ad40c72e152991826e,28054,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind0,animation_slider,10,0.18,none,0.18000027999888002
5ee454ad40c72e152991826e,26796,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac2,animation_slider,11,0.28,ry,0.27999988000048
5ee454ad40c72e152991826e,26796,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac2,animation_slider,11,0.56,r,0.55999876000496
5ee454ad40c72e152991826e,26796,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac2,animation_slider,11,0,y,9.999960000159999e-7
5ee454ad40c72e152991826e,26796,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac2,animation_slider,11,0.16,none,0.16000035999856
5ee454ad40c72e152991826e,30046,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac3,animation_slider,12,0.53,ry,0.5299988800044799
5ee454ad40c72e152991826e,30046,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac3,animation_slider,12,0,r,9.999960000159999e-7
5ee454ad40c72e152991826e,30046,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac3,animation_slider,12,0.37,y,0.36999952000191993
5ee454ad40c72e152991826e,30046,none,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ac3,animation_slider,12,0.1,none,0.1000005999976
5ee454ad40c72e152991826e,28101,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind1,animation_slider,13,0.04,ry,0.04000083999664002
5ee454ad40c72e152991826e,28101,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind1,animation_slider,13,0.35,r,0.34999960000159996
5ee454ad40c72e152991826e,28101,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind1,animation_slider,13,0.16,y,0.16000035999856002
5ee454ad40c72e152991826e,28101,ry,Please indicate how likely you think the shown events will occur. Click on RUN to see!,ind1,animation_slider,13,0.45,none,0.44999920000320004
5ee454ad40c72e152991826e,27122,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain2,animation_slider,14,0.48,ry,0.4752466326866032
5ee454ad40c72e152991826e,27122,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain2,animation_slider,14,0.13,r,0.1287133516302906
5ee454ad40c72e152991826e,27122,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain2,animation_slider,14,0.26,y,0.2574257131654924
5ee454ad40c72e152991826e,27122,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain2,animation_slider,14,0.14,none,0.1386143025176138
5df009be35886f068d794ebd,66775,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain3,animation_slider,1,1,ry,0.999997000012
5df009be35886f068d794ebd,66775,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain3,animation_slider,1,0,r,9.99996000016e-7
5df009be35886f068d794ebd,66775,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain3,animation_slider,1,0,y,9.99996000016e-7
5df009be35886f068d794ebd,66775,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain3,animation_slider,1,0,none,9.99996000016e-7
5df009be35886f068d794ebd,62707,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain1,animation_slider,2,0.54,ry,0.5399988400046399
5df009be35886f068d794ebd,62707,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain1,animation_slider,2,0.32,r,0.3199997200011199
5df009be35886f068d794ebd,62707,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain1,animation_slider,2,0.14,y,0.14000043999824
5df009be35886f068d794ebd,62707,r,Please indicate how likely you think the shown events will occur. Click on RUN to see!,uncertain1,animation_slider,2,0,none,9.999960000159999e-7
5df009be35886f068d794ebd,40110,y,Please indicate how likely you think the shown events will occur. Click on RUN to see!,distance1,animation_slider,3,0.46,ry,0.45999916000336005
